time,x,y,z,yaw,xvel,yvel,zvel,xacc,yacc,zacc
2.628767728805542,2.088368896484375,0.15922952270507812,-0.006877133846282959,-0.0029009231366217136,-0.00345458984374325,-0.0018058776855470193,-0.00244684219360353,-0.06713867187535527,-0.8047485351563022,0.16359806060790677
2.631615161895752,2.088417724609375,0.15908938598632813,-0.006769360065460205,-0.0033109697978943586,0.0023559570312414735,-0.008678436279296875,0.004706382751464835,0.5810546874984723,-0.6872558593749856,0.7153224945068365
2.6343462467193604,2.08844677734375,0.15916908264160157,-0.006850158214569092,-0.0031037547159940004,0.0038940429687439604,-0.0030220031738276143,0.0013487815856933622,0.1538085937502487,0.5656433105469261,-0.33576011657714727
2.63726806640625,2.088384033203125,0.15913229370117188,-0.006847092151641846,-0.0032339701429009438,-0.0016845703124879208,0.0021453857421874223,-0.0038866043090820222,-0.5578613281231881,0.5167388916015037,-0.5235385894775384
2.6400606632232666,2.088355712890625,0.15917095947265625,-0.006913522720336914,-0.003193463198840618,-0.004553222656245026,9.384155273406414e-05,-0.0031682252883911185,-0.28686523437571054,-0.20515441894533581,0.07183790206909038
2.643373727798462,2.088399169921875,0.15923341369628907,-0.006821473121643066,-0.003688401309773326,0.0007568359374987566,0.005055999755859686,0.0012809514999389832,0.5310058593743783,0.4962158203125622,0.44491767883301014
2.6473090648651123,2.08843994140625,0.1592301025390625,-0.006851834774017334,-0.0031933377031236887,0.004211425781242006,0.0029571533203126554,0.003084397315979018,0.345458984374325,-0.20988464355470304,0.1803445816040035
2.650698184967041,2.08842919921875,0.15915834045410157,-0.006825547695159912,-0.0033925785683095455,0.0015014648437450262,-0.0037536621093750555,-0.0002037286758422869,-0.270996093749698,-0.6710815429687711,-0.3288125991821305
2.654278039932251,2.088360107421875,0.15913587951660157,-0.0068631539344787594,-0.0032765245996415615,-0.003991699218741651,-0.00471115112304632,-0.0005659580230712741,-0.5493164062486677,-0.09574890136712644,-0.036222934722898725
2.657973289489746,2.08840283203125,0.15910470581054686,-0.006839128971099853,-0.0033970738295465708,-0.0013183593750021316,-0.0026817321777353187,-0.0006790637969970696,0.26733398437395195,0.20294189453110012,-0.011310577392579547
2.6615378856658936,2.08844384765625,0.15923846435546876,-0.006877428531646729,-0.0031492377165704966,0.004187011718737033,0.005129241943359342,-0.0007137298583984736,0.5505371093739164,0.781097412109466,-0.0034666061401403964
2.6649320125579834,2.088427734375,0.15913839721679687,-0.00686269998550415,-0.0027795610949397087,0.0012451171875094147,0.0016845703125004108,-0.0011785507202148604,-0.2941894531227618,-0.3444671630858931,-0.04648208618163868
2.668809652328491,2.088341064453125,0.1592173309326172,-0.006877486705780029,-0.0034380583092570305,-0.005139160156253375,-0.0010566711425782915,-2.908706665024491e-06,-0.638427734376279,-0.27412414550787023,0.11756420135498359
2.672234535217285,2.088370361328125,0.15920054626464844,-0.0068077812194824215,-0.0032289312221109867,-0.0028686523437571054,0.0031074523925783692,0.002745938301086442,0.22705078124962697,0.4164123535156661,0.27488470077514665
2.6796765327453613,2.088458984375,0.1592804718017578,-0.006860747814178467,-0.00244721956551075,0.005895996093752132,0.003157043457030495,0.0008369445800781097,0.8764648437509237,0.00495910644521258,-0.19089937210083324
2.6896932125091553,2.08842626953125,0.15917874145507813,-0.006809965133666992,-0.003444586880505085,0.002795410156242184,-0.0010902404785156916,-0.00010919570922851389,-0.31005859375099476,-0.42472839355461867,-0.09461402893066237
2.699622869491577,2.088363037109375,0.15919932556152344,-0.006881526470184326,-0.002590035554021597,-0.004797363281250355,-0.004057312011718217,-0.0010389328002929476,-0.7592773437492539,-0.29670715332025255,-0.09297370910644337
2.7095530033111572,2.088416015625,0.15917185974121092,-0.006856507778167724,-0.003152354620397091,-0.0005126953124934275,-0.00034408569336008554,-0.0023271322250366204,0.4284667968756928,0.37132263183581316,-0.1288199424743673
